date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-07-06,19:06:22,3000.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,01:00:09,3000.00,3000.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,01:30:35,3001.39,2989.96,-11.43,-10.04,50.18,1.39,0.00,1.39,1.39,1.39,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,02:23:44,3001.33,2983.01,-18.32,-16.99,50.29,1.33,0.00,1.33,1.33,1.33,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,03:11:14,3001.27,2961.10,-40.17,-38.90,50.66,1.27,0.00,1.27,1.27,1.27,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,03:56:07,3001.21,2967.61,-33.60,-32.39,50.55,1.21,0.00,1.21,1.21,1.21,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,04:39:11,3000.85,2946.76,-54.09,-53.24,50.90,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,05:24:21,3000.85,2922.67,-78.18,-77.33,51.30,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,06:08:24,3000.85,2883.18,-117.67,-116.82,51.96,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,06:53:30,3000.85,2877.02,-123.83,-122.98,52.06,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,07:00:41,3000.85,2887.58,-113.27,-112.42,51.88,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,07:38:40,3000.85,2856.56,-144.29,-143.44,52.40,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,08:24:27,3000.85,2865.36,-135.49,-134.64,52.26,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
2025-07-07,09:08:42,3000.85,2908.48,-92.37,-91.52,51.54,0.85,0.00,0.85,0.85,0.85,DooTechnology-Demo,XAUUSD,demo,121.162.161.62
