date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-11-10,16:16:06,7273.54,5030.19,-2943.35,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,16:19:03,7252.76,4991.65,-2961.11,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,16:47:39,7195.82,4998.57,-2897.25,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,16:47:42,7195.82,4997.77,-2898.05,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:01:01,7220.62,5053.17,-2867.45,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:01:05,7220.62,5042.39,-2878.23,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:05:03,7220.57,5098.76,-2821.81,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:05:04,7220.57,5099.14,-2821.43,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:19:19,7230.17,5084.96,-2845.21,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:19:23,7230.17,5088.57,-2841.60,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:24:22,7206.22,5131.73,-2774.49,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:34:44,7223.77,4997.15,-2926.62,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:34:47,7223.77,4986.99,-2936.78,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:45:14,7192.92,5007.08,-2885.84,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:45:37,7196.97,4990.06,-2906.91,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:47:46,7151.57,4902.36,-2949.21,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-10,17:47:47,7151.57,4903.62,-2947.95,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-11,11:27:49,7151.57,5813.97,-2037.60,,,,,,,,VantageInternational-Live 7,BTCUSD,Gold40,221.147.122.218
2025-11-12,03:14:50,7060.00,5704.57,-2055.43,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-12,03:15:36,7060.00,5668.77,-2091.23,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-12,03:17:26,7060.00,5682.94,-2077.06,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-12,03:17:50,7060.00,5666.54,-2093.46,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,03:20:07,7114.85,6498.22,-1316.63,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,03:22:38,7114.85,6526.46,-1288.39,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,03:22:45,7114.85,6524.29,-1290.56,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,03:22:52,7114.85,6524.86,-1289.99,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,03:23:43,7114.85,6541.18,-1273.67,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,03:32:07,7114.85,6477.21,-1337.64,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,14:52:44,6846.09,7045.83,-500.26,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,14:52:46,6846.09,7045.86,-500.23,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,14:53:40,6894.68,7048.67,-546.01,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-13,14:53:43,6894.68,7048.95,-545.73,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-14,04:13:18,6950.99,6908.41,-742.58,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-14,15:37:06,6973.17,6105.26,-1567.91,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-14,15:37:08,6973.17,6104.32,-1568.85,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-14,15:37:16,6973.17,6105.12,-1568.05,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-14,15:38:29,6973.17,6163.95,-1509.22,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-14,15:56:48,6974.43,6122.46,-1551.97,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
2025-11-19,17:23:56,7099.46,6798.66,-1000.80,,,,,,,,VantageInternational-Live 7,XAUUSD,Gold40,221.147.122.218
