date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-11-03,01:00:46,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:00:47,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:00:48,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:01:01,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:03:03,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:03:49,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:04:25,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:07:16,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:08:24,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:09:18,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:12:20,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:13:45,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:14:48,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:17:50,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
2025-11-03,01:18:59,88805.91,88805.91,0.00,0.00,11.54,0.00,0.00,0.00,0.00,78805.91,InfinoxLimited-MT5Demo,XAUUSD,demo,222.110.106.209
