date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-11-07,02:54:17,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.42.146.41
2025-11-07,02:54:23,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.42.146.41
2025-11-07,02:54:56,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.42.146.41
2025-11-07,02:55:01,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.42.146.41
2025-11-07,02:55:37,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.42.146.41
2025-11-07,02:55:43,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.42.146.41
2025-11-07,02:56:11,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:56:16,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:56:28,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:56:34,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:56:47,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:56:53,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:57:06,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:57:12,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:57:20,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:57:26,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-07,02:57:31,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-11,09:19:12,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
2025-11-11,09:19:17,20000.00,20005.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,14.42.146.41
