date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-11-01,05:42:54,39899.76,45584.14,-9315.62,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.56.56.126
2025-11-03,09:05:48,40094.73,46611.05,-8483.68,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-03,09:05:55,40094.73,46615.36,-8479.37,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-09,10:10:35,42001.89,44126.30,-12875.59,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-09,10:10:46,42001.89,44123.14,-12878.75,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-10,01:34:42,42142.51,43564.58,-13577.93,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-10,01:35:46,42142.51,43505.01,-13637.50,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-10,04:03:04,42018.75,46036.44,-10982.31,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-10,07:51:42,38465.23,47195.18,-6270.05,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-10,08:15:21,38782.96,47620.40,-6162.56,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-10,08:16:56,38783.02,47641.83,-6141.19,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-10,08:18:19,38801.65,47716.61,-6085.04,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-11,06:02:52,38847.79,49595.51,-4252.28,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-11,06:05:38,38847.79,49576.22,-4271.57,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-11,06:06:21,38847.79,49509.50,-4338.29,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-11,14:17:13,38847.79,48721.23,-5126.56,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-13,04:53:45,39991.11,49242.00,-5749.11,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-13,04:54:49,39991.11,49272.67,-5718.44,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-13,04:55:47,39991.11,49306.17,-5684.94,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-14,02:33:36,45210.89,59325.66,-885.23,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-14,02:33:43,45210.89,59328.52,-882.37,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-15,03:32:55,46524.64,51197.68,-10326.96,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-15,03:33:37,46524.64,51090.58,-10434.06,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-15,06:22:55,46943.22,57203.32,-4739.90,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.56.56.126
2025-11-15,06:23:09,46943.22,57264.38,-4678.84,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,14.56.56.126
2025-11-20,11:10:15,59759.94,77759.94,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-20,11:10:15,59759.94,77759.94,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-20,13:59:19,59759.94,77759.94,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-20,13:59:19,59759.94,77759.94,0.00,,,,,,,,VantageInternational-Live 11,BTCUSD.sc,Gold40,222.122.194.39
2025-11-20,13:59:55,59759.94,77759.94,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
2025-11-20,14:02:01,59759.94,77759.94,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.sc,Gold40,222.122.194.39
