date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-11-14,01:19:55,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,0.00,0.00,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:20:03,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:20:10,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:20:26,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:20:49,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:21:20,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:21:43,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:22:08,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:22:29,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:22:57,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:23:28,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:24:01,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:24:22,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:24:56,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:25:25,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:25:53,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:26:17,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:26:47,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:27:19,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:27:55,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:28:32,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:29:04,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
2025-11-14,01:29:17,3000.00,3000.00,0.00,0.00,49.98,0.00,0.00,-2674.12,-3673.42,-9917.65,VantageInternational-Demo,XAUUSD+,demo,175.125.20.177
