date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-10-01,01:00:22,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:01:13,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:02:07,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:02:53,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:03:43,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:05:01,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:06:16,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:07:33,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:08:59,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:09:46,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:11:18,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:12:28,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:13:52,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:15:00,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:16:46,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:18:39,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:20:05,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:21:34,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:21:34,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:22:44,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:23:41,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:24:44,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:25:23,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:26:12,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:26:59,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:27:43,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:28:21,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:29:03,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:29:58,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:30:49,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:31:41,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:32:33,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:33:44,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:34:36,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:35:29,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:36:48,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:38:14,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:39:08,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:40:26,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:42:24,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
2025-10-01,01:43:58,747.49,747.49,0.00,0.00,57.06,0.00,54.18,170.72,0.00,-4692.79,XMGlobal-MT5 5,GOLD,demo,222.110.106.215
